PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,quarter,year
BUFANO PARK,BRONX        ,1.904,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
DIMATTINA PLAYGROUND,BROOKLYN     ,1.9,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
HERMAN DOLGON PLAYGROUND,BROOKLYN     ,1.894,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
GORMAN PARK,MANHATTAN    ,1.89,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
WILLIS PLAYGROUND,BRONX        ,1.882,ONE ACRE OR LARGER,0.0,0,0,1,0,0,0,1,1,2023
WEST BRONX RECREATION CENTER,BRONX        ,1.88,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
THOMAS PAINE PARK,MANHATTAN    ,1.875,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
CARROLL PARK,BROOKLYN     ,1.874,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
COLGATE CLOSE,BRONX        ,1.871,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
LONDON PLANETREE PLAYGROUND,QUEENS       ,1.837,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
SUTTER BALLFIELDS,BROOKLYN     ,1.836,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
TAAFFE PLAYGROUND,BROOKLYN     ,1.821,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
GIVAN SQUARE,BRONX        ,1.82,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
THOMAS BOYLAND PARK,BROOKLYN     ,1.82,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
HAROLD ICKES PLAYGROUND,BROOKLYN     ,1.816,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
REV J POLITE PLAYGROUND,BRONX        ,1.815,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
MAPES BALLFIELD,BRONX        ,1.806,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
MIDLAND MALLS,QUEENS       ,1.803,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
CONCH PLAYGROUND,QUEENS       ,1.8,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
CEDAR PLAYGROUND,BRONX        ,1.8,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
BENNETT PARK,MANHATTAN    ,1.8,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
RAYMOND BUSH PLAYGROUND,BROOKLYN     ,1.795,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
PLAYGROUND 52 LII,BRONX        ,1.793,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
DR. GREEN PLAYGROUND,BROOKLYN     ,1.791,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
BRUST PARK,BRONX        ,1.79,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
LAURELTON PLAYGROUND,QUEENS       ,1.785,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
MANOR PARK,STATEN ISLAND,1.78,ONE ACRE OR LARGER,0.0,0,0,0,0,0,0,0,1,2023
